test_id,clone_code_id,desired_base_code_id,clone_language,clone_task,clone_type,clone_sub_type,similarity_score,base_code_id,base_language,base_task,base_domain,base_subdomain
54vux_2_1_5,54vux_2_1,54vux,python,Additive primes,T2,Different Variable Names,0.9853933,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
54vux_2_2_1,54vux_2_2,54vux,python,Additive primes,T2,Different Data Types,0.99573696,54vux,python,Additive primes,Mathematics,Number Theory
54vux_2_2_2,54vux_2_2,54vux,python,Additive primes,T2,Different Data Types,0.98876184,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_2_2_3,54vux_2_2,54vux,python,Additive primes,T2,Different Data Types,0.9880469,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_2_2_4,54vux_2_2,54vux,python,Additive primes,T2,Different Data Types,0.98772424,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_2_2_5,54vux_2_2,54vux,python,Additive primes,T2,Different Data Types,0.9867698,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
54vux_2_3_1,54vux_2_3,54vux,python,Additive primes,T2,Different Function Names,0.99809134,54vux,python,Additive primes,Mathematics,Number Theory
54vux_2_3_2,54vux_2_3,54vux,python,Additive primes,T2,Different Function Names,0.9895605,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_2_3_3,54vux_2_3,54vux,python,Additive primes,T2,Different Function Names,0.9893502,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_2_3_4,54vux_2_3,54vux,python,Additive primes,T2,Different Function Names,0.9876114,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_2_3_5,54vux_2_3,54vux,python,Additive primes,T2,Different Function Names,0.98555934,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
54vux_3_1_1,54vux_3_1,54vux,python,Additive primes,T3,Added Statements,0.9996766,54vux,python,Additive primes,Mathematics,Number Theory
54vux_3_1_2,54vux_3_1,54vux,python,Additive primes,T3,Added Statements,0.9901849,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_3_1_3,54vux_3_1,54vux,python,Additive primes,T3,Added Statements,0.98945343,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_3_1_4,54vux_3_1,54vux,python,Additive primes,T3,Added Statements,0.9889308,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_3_1_5,54vux_3_1,54vux,python,Additive primes,T3,Added Statements,0.98724496,1eypc,python,Anti-primes,Mathematics,Number Theory
54vux_3_2_1,54vux_3_2,54vux,python,Additive primes,T3,Removed Statements,0.99977034,54vux,python,Additive primes,Mathematics,Number Theory
54vux_3_2_2,54vux_3_2,54vux,python,Additive primes,T3,Removed Statements,0.99006593,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_3_2_3,54vux_3_2,54vux,python,Additive primes,T3,Removed Statements,0.98922867,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_3_2_4,54vux_3_2,54vux,python,Additive primes,T3,Removed Statements,0.98863626,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_3_2_5,54vux_3_2,54vux,python,Additive primes,T3,Removed Statements,0.98731446,1eypc,python,Anti-primes,Mathematics,Number Theory
54vux_3_3_1,54vux_3_3,54vux,python,Additive primes,T3,Reordered Statements,0.99914175,54vux,python,Additive primes,Mathematics,Number Theory
54vux_3_3_2,54vux_3_3,54vux,python,Additive primes,T3,Reordered Statements,0.98953557,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_3_3_3,54vux_3_3,54vux,python,Additive primes,T3,Reordered Statements,0.9880534,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_3_3_4,54vux_3_3,54vux,python,Additive primes,T3,Reordered Statements,0.987767,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_3_3_5,54vux_3_3,54vux,python,Additive primes,T3,Reordered Statements,0.98556054,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
54vux_3_4_1,54vux_3_4,54vux,python,Additive primes,T3,Control Flow Modifications,0.9988947,54vux,python,Additive primes,Mathematics,Number Theory
54vux_3_4_2,54vux_3_4,54vux,python,Additive primes,T3,Control Flow Modifications,0.9910461,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_3_4_3,54vux_3_4,54vux,python,Additive primes,T3,Control Flow Modifications,0.9905551,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_3_4_4,54vux_3_4,54vux,python,Additive primes,T3,Control Flow Modifications,0.9900093,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
54vux_3_4_5,54vux_3_4,54vux,python,Additive primes,T3,Control Flow Modifications,0.98796767,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
54vux_4_1_1,54vux_4_1,54vux,python,Additive primes,T4,Same Language,0.9885231,c279q,python,Amicable pairs,Mathematics,Number Theory
54vux_4_1_2,54vux_4_1,54vux,python,Additive primes,T4,Same Language,0.98650205,nf6iz,python,Almost prime,Mathematics,Number Theory
54vux_4_1_3,54vux_4_1,54vux,python,Additive primes,T4,Same Language,0.9837539,36bzc,python,9 billion names of God the integer,Mathematics,Number Theory
54vux_4_1_4,54vux_4_1,54vux,python,Additive primes,T4,Same Language,0.9835169,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
54vux_4_1_5,54vux_4_1,54vux,python,Additive primes,T4,Same Language,0.9831485,ymi6q,python,Align columns,Programming Concepts,Text Processing
54vux_4_2_1,54vux_4_2,54vux,go,Additive primes,T4,Different Language,0.98973125,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
54vux_4_2_2,54vux_4_2,54vux,go,Additive primes,T4,Different Language,0.972611,1eypc,python,Anti-primes,Mathematics,Number Theory
54vux_4_2_3,54vux_4_2,54vux,go,Additive primes,T4,Different Language,0.9665123,u5evd,python,24 game,Game Development,Puzzles
54vux_4_2_4,54vux_4_2,54vux,go,Additive primes,T4,Different Language,0.96165276,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_4_2_5,54vux_4_2,54vux,go,Additive primes,T4,Different Language,0.96158063,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
54vux_4_2_1,54vux_4_2,54vux,java,Additive primes,T4,Different Language,0.9898975,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
54vux_4_2_2,54vux_4_2,54vux,java,Additive primes,T4,Different Language,0.989581,vu129,python,100 prisoners,Game Development,Puzzles
54vux_4_2_3,54vux_4_2,54vux,java,Additive primes,T4,Different Language,0.9893161,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
54vux_4_2_4,54vux_4_2,54vux,java,Additive primes,T4,Different Language,0.9889008,l26cv,python,Active object,Programming Concepts,Concurrency
54vux_4_2_5,54vux_4_2,54vux,java,Additive primes,T4,Different Language,0.9878366,g774h,python,Aliquot sequence classifications,Mathematics,Number Theory
54vux_4_2_1,54vux_4_2,54vux,ruby,Additive primes,T4,Different Language,0.9818303,jhq7p,python,A+B,Mathematics,Arithmetic
54vux_4_2_2,54vux_4_2,54vux,ruby,Additive primes,T4,Different Language,0.9786353,mclyh,python,Active Directory/Connect,Networking,Directory Services
54vux_4_2_3,54vux_4_2,54vux,ruby,Additive primes,T4,Different Language,0.978263,xsqwr,python,Anagrams,Programming Concepts,String Operations
54vux_4_2_4,54vux_4_2,54vux,ruby,Additive primes,T4,Different Language,0.9778369,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
54vux_4_2_5,54vux_4_2,54vux,ruby,Additive primes,T4,Different Language,0.97775364,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
9c3mf_1_1_1,9c3mf_1_1,9c3mf,python,Address of a variable,T1,Identical Clone,0.99999994,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_1_1_2,9c3mf_1_1,9c3mf,python,Address of a variable,T1,Identical Clone,0.9819962,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_1_1_3,9c3mf_1_1,9c3mf,python,Address of a variable,T1,Identical Clone,0.9670243,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_1_1_4,9c3mf_1_1,9c3mf,python,Address of a variable,T1,Identical Clone,0.96191084,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_1_1_5,9c3mf_1_1,9c3mf,python,Address of a variable,T1,Identical Clone,0.95645756,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_1_2_1,9c3mf_1_2,9c3mf,python,Address of a variable,T1,Different Whitespaces,0.9994971,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_1_2_2,9c3mf_1_2,9c3mf,python,Address of a variable,T1,Different Whitespaces,0.9821335,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_1_2_3,9c3mf_1_2,9c3mf,python,Address of a variable,T1,Different Whitespaces,0.9664805,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_1_2_4,9c3mf_1_2,9c3mf,python,Address of a variable,T1,Different Whitespaces,0.9611532,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_1_2_5,9c3mf_1_2,9c3mf,python,Address of a variable,T1,Different Whitespaces,0.9553597,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_1_3_1,9c3mf_1_3,9c3mf,python,Address of a variable,T1,Different Comments,0.99999994,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_1_3_2,9c3mf_1_3,9c3mf,python,Address of a variable,T1,Different Comments,0.9819962,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_1_3_3,9c3mf_1_3,9c3mf,python,Address of a variable,T1,Different Comments,0.9670243,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_1_3_4,9c3mf_1_3,9c3mf,python,Address of a variable,T1,Different Comments,0.96191084,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_1_3_5,9c3mf_1_3,9c3mf,python,Address of a variable,T1,Different Comments,0.95645756,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_1_4_1,9c3mf_1_4,9c3mf,python,Address of a variable,T1,Different Formatting,0.99617374,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_1_4_2,9c3mf_1_4,9c3mf,python,Address of a variable,T1,Different Formatting,0.97844744,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_1_4_3,9c3mf_1_4,9c3mf,python,Address of a variable,T1,Different Formatting,0.9604218,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_1_4_4,9c3mf_1_4,9c3mf,python,Address of a variable,T1,Different Formatting,0.959296,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_1_4_5,9c3mf_1_4,9c3mf,python,Address of a variable,T1,Different Formatting,0.9542263,ymi6q,python,Align columns,Programming Concepts,Text Processing
9c3mf_2_1_1,9c3mf_2_1,9c3mf,python,Address of a variable,T2,Different Variable Names,0.99677795,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_2_1_2,9c3mf_2_1,9c3mf,python,Address of a variable,T2,Different Variable Names,0.9830754,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_2_1_3,9c3mf_2_1,9c3mf,python,Address of a variable,T2,Different Variable Names,0.9634435,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_2_1_4,9c3mf_2_1,9c3mf,python,Address of a variable,T2,Different Variable Names,0.9561067,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_2_1_5,9c3mf_2_1,9c3mf,python,Address of a variable,T2,Different Variable Names,0.9522667,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_2_2_1,9c3mf_2_2,9c3mf,python,Address of a variable,T2,Different Data Types,0.99574935,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_2_2_2,9c3mf_2_2,9c3mf,python,Address of a variable,T2,Different Data Types,0.9787045,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_2_2_3,9c3mf_2_2,9c3mf,python,Address of a variable,T2,Different Data Types,0.96928716,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_2_2_4,9c3mf_2_2,9c3mf,python,Address of a variable,T2,Different Data Types,0.9644563,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_2_2_5,9c3mf_2_2,9c3mf,python,Address of a variable,T2,Different Data Types,0.95810485,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_2_3_1,9c3mf_2_3,9c3mf,python,Address of a variable,T2,Different Function Names,0.99797475,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_2_3_2,9c3mf_2_3,9c3mf,python,Address of a variable,T2,Different Function Names,0.9820601,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_2_3_3,9c3mf_2_3,9c3mf,python,Address of a variable,T2,Different Function Names,0.96544474,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_2_3_4,9c3mf_2_3,9c3mf,python,Address of a variable,T2,Different Function Names,0.95924,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_2_3_5,9c3mf_2_3,9c3mf,python,Address of a variable,T2,Different Function Names,0.95493037,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_3_1_1,9c3mf_3_1,9c3mf,python,Address of a variable,T3,Added Statements,0.99299383,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_3_1_2,9c3mf_3_1,9c3mf,python,Address of a variable,T3,Added Statements,0.97803557,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_3_1_3,9c3mf_3_1,9c3mf,python,Address of a variable,T3,Added Statements,0.9696517,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_3_1_4,9c3mf_3_1,9c3mf,python,Address of a variable,T3,Added Statements,0.9658525,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_3_1_5,9c3mf_3_1,9c3mf,python,Address of a variable,T3,Added Statements,0.959493,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_3_2_1,9c3mf_3_2,9c3mf,python,Address of a variable,T3,Removed Statements,0.99999994,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_3_2_2,9c3mf_3_2,9c3mf,python,Address of a variable,T3,Removed Statements,0.9819962,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_3_2_3,9c3mf_3_2,9c3mf,python,Address of a variable,T3,Removed Statements,0.9670243,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_3_2_4,9c3mf_3_2,9c3mf,python,Address of a variable,T3,Removed Statements,0.96191084,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_3_2_5,9c3mf_3_2,9c3mf,python,Address of a variable,T3,Removed Statements,0.95645756,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_3_3_1,9c3mf_3_3,9c3mf,python,Address of a variable,T3,Reordered Statements,0.99583834,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_3_3_2,9c3mf_3_3,9c3mf,python,Address of a variable,T3,Reordered Statements,0.9789592,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_3_3_3,9c3mf_3_3,9c3mf,python,Address of a variable,T3,Reordered Statements,0.96882844,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_3_3_4,9c3mf_3_3,9c3mf,python,Address of a variable,T3,Reordered Statements,0.96163416,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_3_3_5,9c3mf_3_3,9c3mf,python,Address of a variable,T3,Reordered Statements,0.95921123,mclyh,python,Active Directory/Connect,Networking,Directory Services
9c3mf_3_4_1,9c3mf_3_4,9c3mf,python,Address of a variable,T3,Control Flow Modifications,0.99689156,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_3_4_2,9c3mf_3_4,9c3mf,python,Address of a variable,T3,Control Flow Modifications,0.98125863,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_3_4_3,9c3mf_3_4,9c3mf,python,Address of a variable,T3,Control Flow Modifications,0.97305083,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_3_4_4,9c3mf_3_4,9c3mf,python,Address of a variable,T3,Control Flow Modifications,0.96757185,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_3_4_5,9c3mf_3_4,9c3mf,python,Address of a variable,T3,Control Flow Modifications,0.9603318,ymi6q,python,Align columns,Programming Concepts,Text Processing
9c3mf_4_1_1,9c3mf_4_1,9c3mf,python,Address of a variable,T4,Same Language,0.9764184,9c3mf,python,Address of a variable,Programming Concepts,Memory Management
9c3mf_4_1_2,9c3mf_4_1,9c3mf,python,Address of a variable,T4,Same Language,0.9636671,4gv5k,python,Add a variable to a class instance at runtime,Programming Concepts,Object-Oriented Programming
9c3mf_4_1_3,9c3mf_4_1,9c3mf,python,Address of a variable,T4,Same Language,0.9435619,jhq7p,python,A+B,Mathematics,Arithmetic
9c3mf_4_1_4,9c3mf_4_1,9c3mf,python,Address of a variable,T4,Same Language,0.92879546,3jzc,python,Arbitrary-precision integers (included),Mathematics,Arithmetic
9c3mf_4_1_5,9c3mf_4_1,9c3mf,python,Address of a variable,T4,Same Language,0.92708486,6y03w,python,Ackermann function,Mathematics,Algorithms
